multiplex	node	score	multiplex	node	score	description
2.0	Bipolar_Disorder_Symptom_Present	4.712816186100985e-05	1	ORPHA:363958	1.0580762473962896e-05	17q21.31 microdeletion syndrome
2.0	Immunodeficiency_Symptom_Present	4.314678033095537e-05	1	ORPHA:363965	1.0580762473962896e-05	Koolen-De Vries syndrome due to a point mutation
2.0	Undergrowth_Symptom_Present	4.009241069175223e-05	1	ORPHA:137831	1.0446440626218629e-05	X-linked intellectual disability-cerebellar hypoplasia syndrome
2.0	PELHS Movement disorder	3.836390765889478e-05	1	ORPHA:33069	1.0162173732751569e-05	Dravet syndrome
2.0	447	3.644317078587073e-05	1	ORPHA:420794	1.0128205919611622e-05	Cono-spondylar dysplasia
2.0	PELHS ADD/ADHD	3.5432530030199305e-05	1	ORPHA:66624	1.000745512646716e-05	PANDAS
2.0	PELHS Visual impairment (other than refractive errors)	3.523033679217348e-05	1	ORPHA:96149	9.936349809204164e-06	Distal deletion 12q
2.0	Abnormal_Inside_Mouth_Symptom_Present	3.513463880327071e-05	1	ORPHA:500150	9.72793606056929e-06	Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome
2.0	152	3.450010689053952e-05	1	ORPHA:561854	9.722599245109505e-06	FOXG1 syndrome
2.0	Malocclusion_Symptom_Present	3.424071102658938e-05	1	ORPHA:353284	9.681201200351006e-06	Rubinstein-Taybi syndrome due to EP300 haploinsufficiency
2.0	679	3.379473761734346e-05	1	ORPHA:353277	9.681201200351006e-06	Rubinstein-Taybi syndrome due to CREBBP mutations
2.0	645	3.3630685177392743e-05	1	HP:0000486	9.52238037291158e-06	Strabismus
2.0	446	3.3307786732992167e-05	1	ORPHA:457279	9.508026288331884e-06	Intellectual disability-macrocephaly-hypotonia-behavioral abnormalities syndrome
2.0	588	3.279458829525473e-05	1	ORPHA:1942	9.406177650148606e-06	Myoclonic-astatic epilepsy
2.0	Bruxism_Symptom_Present	3.267571704605226e-05	1	HP:0002650	9.24957722413849e-06	Scoliosis
2.0	Defecation_Issues_Symptom_Present	3.266244573000846e-05	1	ORPHA:97339	9.244002099503253e-06	Dural sinus malformation
2.0	Headaches_Migraines_Symptom_Present	3.244706786740377e-05	1	ORPHA:37612	9.23808807144653e-06	Episodic ataxia type 1
2.0	720	3.227535223267748e-05	1	ORPHA:98772	9.0860077741855e-06	Spinocerebellar ataxia type 19/22
2.0	462	3.222806310691735e-05	1	ORPHA:85278	9.052797384138296e-06	Christianson syndrome
2.0	116	3.194439989305663e-05	1	ORPHA:415	9.041491169139473e-06	Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome
2.0	362	3.187142086728658e-05	1	ORPHA:369891	9.016839796792038e-06	Developmental delay-facial dysmorphism syndrome due to MED13L deficiency
2.0	Stomach_Issues_Symptom_Present	3.1792097927816284e-05	1	ORPHA:3095	8.90463778664757e-06	Atypical Rett syndrome
2.0	Major_Vision_Issues_Symptom_Present	3.1469413846500925e-05	1	ORPHA:576283	8.873692248412033e-06	SATB2-associated syndrome due to a pathogenic variant
2.0	Abnormal_Muscles_Back_Symptom_Present	3.1255032300839e-05	1	ORPHA:478029	8.87071575697843e-06	Combined oxidative phosphorylation defect type 29
2.0	386	3.072737825891383e-05	1	ORPHA:481152	8.788060382818716e-06	PYCR2-related microcephaly-progressive leukoencephalopathy
2.0	490	3.055324513145703e-05	1	ORPHA:397933	8.727377652791415e-06	Severe intellectual disability-progressive postnatal microcephaly-midline stereotypic hand movements syndrome
2.0	PELHS Wheelchair	3.0445808736532025e-05	1	ORPHA:324636	8.685171189025667e-06	Autoerythrocyte sensitization syndrome
2.0	Dysmotility_Issues_Symptom_Present	2.9976140413261807e-05	1	ORPHA:508533	8.571521434687823e-06	Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome
2.0	Unusual_Number_Teeth_Symptom_Present	2.993664354507966e-05	1	ORPHA:90321	8.554197304641336e-06	Cockayne syndrome type 1
2.0	353	2.9536593677085384e-05	1	ORPHA:97685	8.514044152253312e-06	17q11 microdeletion syndrome
2.0	162	2.9378416630002994e-05	1	ORPHA:468726	8.394666750346864e-06	Severe primary trimethylaminuria
2.0	Depression_Symptom_Present	2.931379805966589e-05	1	ORPHA:464306	8.342051746111198e-06	DYRK1A-related intellectual disability syndrome
2.0	Hypothyroidism_Symptom_Present	2.9196780346323867e-05	1	ORPHA:353281	8.287138748420541e-06	Rubinstein-Taybi syndrome due to 16p13.3 microdeletion
2.0	295	2.902259453825961e-05	1	ORPHA:404448	8.152152193593683e-06	ADNP syndrome
2.0	PELHS Depression	2.886577446139671e-05	1	ORPHA:646	8.1290491007725e-06	Niemann-Pick disease type C
2.0	671	2.87185579610344e-05	1	ORPHA:208447	8.010819249857963e-06	Bilateral generalized polymicrogyria
2.0	Gingivitis_Symptom_Present	2.8572776630671103e-05	1	ORPHA:1606	7.939943554239952e-06	1p36 deletion syndrome
2.0	Decreased_Fetal_Movement_Symptom_Present	2.85463235225199e-05	1	ORPHA:191	7.878096695468803e-06	Cockayne syndrome
2.0	95	2.8493941638672475e-05	1	ORPHA:168782	7.82649399542061e-06	Childhood disintegrative disorder
2.0	501	2.836714065712623e-05	1	ORPHA:268261	7.734161707399865e-06	DYRK1A-related intellectual disability syndrome due to 21q22.13q22.2 microdeletion
2.0	Abnormality_Bones_Arms_Legs_Symptom_Present	2.811932293627949e-05	1	ORPHA:300570	7.730462921921139e-06	Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation
2.0	Delusions_Symptom_Present	2.799958831500903e-05	1	ORPHA:251028	7.565625315268224e-06	SATB2-associated syndrome due to a chromosomal rearrangement
2.0	614	2.79667499205413e-05	1	HP:0000316	7.475595218640122e-06	Hypertelorism
2.0	426	2.786739024190536e-05	1	ORPHA:293987	7.464559692440645e-06	Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation syndrome
2.0	97	2.7766681820913305e-05	1	ORPHA:457485	7.415847567561636e-06	Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome
2.0	738	2.741213073544206e-05	1	ORPHA:506358	7.250175039381633e-06	Gabriele-de Vries syndrome
2.0	55	2.7397971001645976e-05	1	ORPHA:391307	7.219439944673981e-06	Severe intellectual disability-short stature-behavioral abnormalities-facial dysmorphism syndrome
2.0	PELHS Microcephaly (<5th percentile)	2.732259719575962e-05	1	ORPHA:261197	7.170704483387949e-06	Proximal 16p11.2 microdeletion syndrome
2.0	206	2.7246268128649444e-05	1	ORPHA:2044	7.1512186947154e-06	Floating-Harbor syndrome
2.0	Muscular_Dystrophy_Symptom_Present	2.6640574832717005e-05	1	ORPHA:163956	7.092266983723723e-06	X-linked intellectual disability, Nascimento type
2.0	189	2.637290373555794e-05	1	ORPHA:8	7.0895589814941286e-06	47,XYY syndrome
2.0	726	2.633981430927147e-05	1	HP:0000347	7.052920254556947e-06	Micrognathia
2.0	185	2.632149743656335e-05	1	HP:0000028	6.999142336792522e-06	Cryptorchidism
2.0	373	2.6244986331684748e-05	1	ORPHA:468678	6.988133562754237e-06	White-Sutton syndrome
2.0	633	2.6182560150327863e-05	1	ORPHA:466791	6.972819978283843e-06	Macrocephaly-intellectual disability-left ventricular non compaction syndrome
2.0	421	2.5809671815488937e-05	1	ORPHA:96148	6.902736977742359e-06	Distal deletion 10q
2.0	306	2.5783288557654964e-05	1	ORPHA:2896	6.894963357922302e-06	Pitt-Hopkins syndrome
2.0	204	2.568287377055205e-05	1	ORPHA:363611	6.877921119116584e-06	CTCF-related neurodevelopmental disorder
2.0	86	2.5676872732804484e-05	1	ORPHA:818	6.861234529266523e-06	Smith-Lemli-Opitz syndrome
2.0	596	2.5554159268336946e-05	1	ORPHA:3455	6.770934457787864e-06	Wiedemann-Rautenstrauch syndrome
2.0	155	2.5521931815293557e-05	1	ORPHA:96182	6.745155863570009e-06	Silver-Russell syndrome due to maternal uniparental disomy of chromosome 7
2.0	147	2.550826328327226e-05	1	ORPHA:476126	6.663001224804634e-06	Micrognathia-recurrent infections-behavioral abnormalities-mild intellectual disability syndrome
2.0	153	2.537754961344498e-05	1	ORPHA:254531	6.648450470579287e-06	Temple syndrome due to paternal 14q32.2 hypomethylation
2.0	235	2.5139738674381012e-05	1	ORPHA:466950	6.639003809742748e-06	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation
2.0	273	2.5123608905663785e-05	1	ORPHA:199	6.4903232428473774e-06	Cornelia de Lange syndrome
2.0	149	2.495990764270975e-05	1	ORPHA:480907	6.452717365664383e-06	X-linked intellectual disability-global development delay-facial dysmorphism-sacral caudal remnant syndrome
2.0	443	2.4661129202781093e-05	1	ORPHA:1465	6.443350883626116e-06	Coffin-Siris syndrome
2.0	301	2.4626461703268324e-05	1	ORPHA:79263	6.428034768847044e-06	Infantile neuronal ceroid lipofuscinosis
2.0	403	2.4546150816324156e-05	1	ORPHA:251019	6.396060971937674e-06	2q32q33 microdeletion syndrome
2.0	536	2.4327346926960076e-05	1	ORPHA:85335	6.282929011438428e-06	Fried syndrome
2.0	348	2.429236064459956e-05	1	ORPHA:261494	6.267207543774439e-06	Kleefstra syndrome
2.0	Finger_Toe_Differences_Symptom_Present	2.4047395183338427e-05	1	ORPHA:397941	6.245217043951097e-06	MAN1B1-CDG
2.0	546	2.4041946649396427e-05	1	ORPHA:457240	6.205303676947884e-06	X-linked intellectual disability-short stature-overweight syndrome
2.0	686	2.3936677741396275e-05	1	ORPHA:33364	6.147255967079576e-06	Trichothiodystrophy
2.0	605	2.3807945386979453e-05	1	ORPHA:79101	6.118696194168083e-06	Hyperprolinemia type 2
2.0	507	2.3793885308772537e-05	1	ORPHA:364028	6.115992123223441e-06	X-linked intellectual disability due to GRIA3 mutations
2.0	663	2.3753608462104145e-05	1	ORPHA:363528	6.0126852317527145e-06	Intellectual disability-strabismus syndrome
2.0	714	2.3583841493023e-05	1	ORPHA:268940	6.00789626422593e-06	Bilateral polymicrogyria
2.0	313	2.3565033292749053e-05	1	ORPHA:280071	5.994365796909123e-06	ALG11-CDG
2.0	561	2.3526673715780373e-05	1	ORPHA:261250	5.993909097246359e-06	16q24.3 microdeletion syndrome
2.0	718	2.340068140449849e-05	1	ORPHA:261552	5.970751577714354e-06	Mowat-Wilson syndrome due to a ZEB2 point mutation
2.0	165	2.320315866767996e-05	1	ORPHA:94063	5.959911017595337e-06	12q14 microdeletion syndrome
2.0	630	2.2834047435765743e-05	1	ORPHA:464311	5.957421429108549e-06	Intellectual disability syndrome due to a DYRK1A point mutation
2.0	477	2.2798916217484007e-05	1	ORPHA:447980	5.9383208310304265e-06	19p13.3 microduplication syndrome
2.0	229	2.275903142499419e-05	1	ORPHA:649	5.930272614534261e-06	Norrie disease
2.0	230	2.268525704812703e-05	1	ORPHA:261537	5.906731126260341e-06	Mowat-Wilson syndrome due to monosomy 2q22
2.0	Abnormality_Foot_Symptom_Present	2.2614287466180743e-05	1	ORPHA:261236	5.8751573315937705e-06	16p13.11 microdeletion syndrome
2.0	422	2.244138985619617e-05	1	ORPHA:280229	5.786954119464483e-06	Pelizaeus-Merzbacher disease in female carriers
2.0	513	2.217564108175701e-05	1	ORPHA:371364	5.701733540326302e-06	Hypotonia-speech impairment-severe cognitive delay syndrome
2.0	133	2.215061382347025e-05	1	ORPHA:163681	5.697739273926989e-06	CNTNAP2-related developmental and epileptic encephalopathy
2.0	181	2.1953864542749417e-05	1	ORPHA:505237	5.683336433652348e-06	Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome
2.0	45	2.1906770533994665e-05	1	ORPHA:904	5.679169687500511e-06	Williams syndrome
2.0	Abnormality_Hand_Symptom_Present	2.1879806190315947e-05	1	ORPHA:251071	5.663763401542478e-06	8p23.1 microdeletion syndrome
2.0	365	2.166393062845314e-05	1	ORPHA:411515	5.65908658268773e-06	Angelman syndrome due to imprinting defect in 15q11-q13
2.0	87	2.150732936834094e-05	1	ORPHA:496641	5.635806313552355e-06	Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome
2.0	414	2.1390365676600447e-05	1	ORPHA:813	5.594458643914937e-06	Silver-Russell syndrome
2.0	257	2.1300463742891943e-05	1	ORPHA:261311	5.587102122593e-06	20q13.33 microdeletion syndrome
2.0	315	2.1128433103816965e-05	1	HP:0000639	5.556945408183271e-06	Nystagmus
2.0	291	2.1029795342160907e-05	1	HP:0000286	5.541921328058872e-06	Epicanthus
2.0	586	2.0915705196354926e-05	1	ORPHA:567	5.527864575608837e-06	22q11.2 deletion syndrome
2.0	302	2.08968512231334e-05	1	HP:0011968	5.49566292258826e-06	Feeding difficulties
2.0	96	2.0865113816321352e-05	1	ORPHA:391417	5.480447029336914e-06	HSD10 disease
2.0	606	2.086096187164355e-05	1	ORPHA:329224	5.453456901871282e-06	Intellectual disability-craniofacial dysmorphism-cryptorchidism syndrome
2.0	342	2.0841918120590983e-05	1	ORPHA:2828	5.43944867468851e-06	Young-onset Parkinson disease
2.0	167	2.0839013334590656e-05	1	ORPHA:487796	5.426321189043221e-06	Macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome
2.0	146	2.0797302113067925e-05	1	ORPHA:420179	5.420542026418981e-06	Malan overgrowth syndrome
2.0	669	2.0791169503878044e-05	1	ORPHA:564178	5.419490609363788e-06	Primary hypomagnesemia-refractory seizures-intellectual disability syndrome
2.0	356	2.0518902307944672e-05	1	ORPHA:79318	5.396569278036566e-06	PMM2-CDG
2.0	119	2.049794843990026e-05	1	ORPHA:500159	5.384709777472244e-06	Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom
2.0	74	2.045504111039455e-05	1	ORPHA:96097	5.317090178374864e-06	Distal duplication 5q
2.0	34	2.0315257406642223e-05	1	ORPHA:297	5.313336128031744e-06	Tick-borne encephalitis
2.0	463	1.992815874961048e-05	1	ORPHA:330015	5.282147916220627e-06	Lead poisoning
2.0	691	1.991832310699584e-05	1	ORPHA:2148	5.2758958905212885e-06	Lissencephaly type 1 due to doublecortin gene mutation
2.0	173	1.986451841608275e-05	1	ORPHA:217346	5.259701551400247e-06	19q13.11 microdeletion syndrome
2.0	107	1.973949145533968e-05	1	ORPHA:3063	5.248384950920054e-06	X-linked intellectual disability, Snyder type
2.0	75	1.966482514916056e-05	1	ORPHA:502434	5.226612438831891e-06	STAG1-related intellectual disability-facial dysmorphism-gastroesophageal reflux syndrome
2.0	104	1.954229544807354e-05	1	ORPHA:85293	5.215461464810686e-06	X-linked intellectual disability, Cabezas type
2.0	79	1.951021382786525e-05	1	HP:0000718	5.212217839675668e-06	Aggressive behavior
2.0	130	1.9352675737303637e-05	1	ORPHA:468631	5.205365703751741e-06	Microcephalic cortical malformations-short stature due to RTTN deficiency
2.0	550	1.932567887611977e-05	1	ORPHA:235	5.199439779574834e-06	Dubowitz syndrome
2.0	276	1.9280430013064268e-05	1	ORPHA:96169	5.167180805259049e-06	Koolen-De Vries syndrome
2.0	14	1.9278661937923813e-05	1	ORPHA:254875	5.165602025919505e-06	Mitochondrial DNA depletion syndrome, myopathic form
2.0	23	1.926164436712697e-05	1	HP:0001508	5.126318642303578e-06	Failure to thrive
2.0	415	1.9202715503343785e-05	1	ORPHA:404473	5.12390030396304e-06	Severe intellectual disability-progressive spastic diplegia syndrome
2.0	113	1.916720063037965e-05	1	ORPHA:357058	5.115750378993436e-06	Autosomal recessive cutis laxa type 2A
2.0	516	1.9122259561203478e-05	1	ORPHA:357001	5.10993123922499e-06	19p13.13 microdeletion syndrome
2.0	41	1.901799595971671e-05	1	ORPHA:96092	5.096413349015519e-06	8p inverted duplication/deletion syndrome
2.0	735	1.897162504563428e-05	1	ORPHA:314679	5.080416556443716e-06	Cerebrofacioarticular syndrome
2.0	131	1.8937473193016893e-05	1	ORPHA:397695	5.075667038859023e-06	3q27.3 microdeletion syndrome
2.0	609	1.8937346770803423e-05	1	ORPHA:3051	5.059839840066932e-06	Nicolaides-Baraitser syndrome
2.0	639	1.8878934371764576e-05	1	HP:0000369	5.058705330178871e-06	Low-set ears
2.0	707	1.86647757183255e-05	1	ORPHA:3132	5.058410884147038e-06	Say-Barber-Miller syndrome
2.0	683	1.8548500539599507e-05	1	ORPHA:477817	5.053541600862979e-06	PMP22-RAI1 contiguous gene duplication syndrome
2.0	367	1.8529606251964613e-05	1	ORPHA:2745	5.032996168483704e-06	Opitz GBBB syndrome
2.0	524	1.847161925774886e-05	1	ORPHA:329249	4.993633022278357e-06	Severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency
